program_change channel=0 program=0 time=0 0.0
note_on channel=0 note=66 velocity=42 time=8 14.12109375
control_change channel=0 control=64 value=69 time=63 14.203125
control_change channel=0 control=67 value=107 time=16 14.223958333333334
note_on channel=0 note=66 velocity=0 time=56 14.296875
note_on channel=0 note=62 velocity=0 time=4 14.302083333333334
note_on channel=0 note=81 velocity=61 time=21 14.329427083333334
note_on channel=0 note=69 velocity=30 time=9 14.341145833333334
note_on channel=0 note=86 velocity=0 time=3 14.345052083333334
control_change channel=0 control=67 value=107 time=5 14.3515625
control_change channel=0 control=64 value=68 time=62 14.432291666666666
control_change channel=0 control=64 value=68 time=30 14.471354166666666
note_on channel=0 note=69 velocity=0 time=15 14.490885416666666
control_change channel=0 control=64 value=66 time=1 14.4921875
control_change channel=0 control=64 value=64 time=15 14.51171875
control_change channel=0 control=64 value=57 time=16 14.532552083333334
control_change channel=0 control=67 value=108 time=0 14.532552083333334
control_change channel=0 control=64 value=46 time=15 14.552083333333334
note_on channel=0 note=78 velocity=61 time=5 14.55859375
control_change channel=0 control=64 value=30 time=9 14.5703125
control_change channel=0 control=67 value=108 time=0 14.5703125
note_on channel=0 note=62 velocity=34 time=1 14.571614583333334
note_on channel=0 note=66 velocity=22 time=5 14.578125
control_change channel=0 control=64 value=0 time=10 14.591145833333334
control_change channel=0 control=67 value=109 time=0 14.591145833333334
note_on channel=0 note=81 velocity=0 time=24 14.622395833333334
control_change channel=0 control=67 value=109 time=6 14.630208333333334
control_change channel=0 control=67 value=110 time=15 14.649739583333334
control_change channel=0 control=67 value=110 time=31 14.690104166666666
control_change channel=0 control=64 value=21 time=14 14.708333333333334
control_change channel=0 control=67 value=111 time=0 14.708333333333334
control_change channel=0 control=64 value=42 time=15 14.727864583333334
control_change channel=0 control=64 value=54 time=15 14.747395833333334
control_change channel=0 control=67 value=111 time=0 14.747395833333334
control_change channel=0 control=64 value=61 time=15 14.766927083333334
control_change channel=0 control=67 value=112 time=0 14.766927083333334
note_on channel=0 note=66 velocity=0 time=10 14.779947916666666
control_change channel=0 control=64 value=64 time=5 14.786458333333334
control_change channel=0 control=67 value=113 time=0 14.786458333333334
note_on channel=0 note=69 velocity=38 time=12 14.802083333333334
control_change channel=0 control=64 value=65 time=3 14.805989583333334
control_change channel=0 control=67 value=114 time=15 14.825520833333334
control_change channel=0 control=67 value=115 time=16 14.846354166666666
control_change channel=0 control=67 value=116 time=15 14.865885416666666
control_change channel=0 control=67 value=116 time=46 14.92578125
control_change channel=0 control=67 value=117 time=16 14.946614583333334
control_change channel=0 control=64 value=65 time=15 14.966145833333334
control_change channel=0 control=67 value=118 time=0 14.966145833333334
note_on channel=0 note=69 velocity=0 time=0 14.966145833333334
control_change channel=0 control=67 value=119 time=14 14.984375
control_change channel=0 control=67 value=120 time=16 15.005208333333334
control_change channel=0 control=64 value=66 time=15 15.024739583333334
control_change channel=0 control=67 value=121 time=0 15.024739583333334
note_on channel=0 note=66 velocity=42 time=7 15.033854166666666
control_change channel=0 control=64 value=67 time=8 15.044270833333334
control_change channel=0 control=67 value=121 time=0 15.044270833333334
control_change channel=0 control=64 value=68 time=16 15.065104166666666
control_change channel=0 control=67 value=122 time=0 15.065104166666666
control_change channel=0 control=64 value=70 time=14 15.083333333333334
control_change channel=0 control=64 value=71 time=16 15.104166666666666
control_change channel=0 control=67 value=122 time=0 15.104166666666666
control_change channel=0 control=64 value=72 time=15 15.123697916666666
control_change channel=0 control=67 value=123 time=0 15.123697916666666
note_on channel=0 note=66 velocity=0 time=21 15.151041666666666
control_change channel=0 control=67 value=124 time=10 15.1640625
control_change channel=0 control=67 value=124 time=14 15.182291666666666
control_change channel=0 control=67 value=125 time=15 15.201822916666666
note_on channel=0 note=69 velocity=36 time=15 15.221354166666666
control_change channel=0 control=67 value=126 time=1 15.22265625
control_change channel=0 control=67 value=126 time=31 15.263020833333334
control_change channel=0 control=64 value=71 time=38 15.3125
control_change channel=0 control=67 value=127 time=0 15.3125
control_change channel=0 control=67 value=127 time=29 15.350260416666666
control_change channel=0 control=64 value=71 time=31 15.390625
note_on channel=0 note=69 velocity=0 time=2 15.393229166666666
note_on channel=0 note=78 velocity=0 time=46 15.453125
note_on channel=0 note=81 velocity=53 time=1 15.454427083333334
note_on channel=0 note=66 velocity=42 time=3 15.458333333333334
note_on channel=0 note=62 velocity=0 time=128 15.625
note_on channel=0 note=66 velocity=0 time=11 15.639322916666666
note_on channel=0 note=69 velocity=36 time=20 15.665364583333334
control_change channel=0 control=64 value=70 time=2 15.66796875
note_on channel=0 note=78 velocity=61 time=7 15.677083333333334
note_on channel=0 note=69 velocity=0 time=25 15.709635416666666
note_on channel=0 note=81 velocity=0 time=6 15.717447916666666
control_change channel=0 control=64 value=70 time=69 15.807291666666666
control_change channel=0 control=64 value=68 time=15 15.826822916666666
control_change channel=0 control=64 value=65 time=15 15.846354166666666
control_change channel=0 control=64 value=58 time=15 15.865885416666666
control_change channel=0 control=64 value=39 time=16 15.88671875
note_on channel=0 note=78 velocity=0 time=5 15.893229166666666
control_change channel=0 control=64 value=20 time=9 15.904947916666666
note_on channel=0 note=74 velocity=57 time=4 15.91015625
control_change channel=0 control=64 value=19 time=11 15.924479166666666
control_change channel=0 control=64 value=20 time=16 15.9453125
note_on channel=0 note=57 velocity=27 time=9 15.95703125
note_on channel=0 note=66 velocity=9 time=2 15.959635416666666
note_on channel=0 note=74 velocity=0 time=1 15.9609375
control_change channel=0 control=64 value=29 time=3 15.96484375
control_change channel=0 control=64 value=43 time=15 15.984375
control_change channel=0 control=64 value=54 time=16 16.005208333333332
control_change channel=0 control=64 value=62 time=14 16.0234375
control_change channel=0 control=64 value=64 time=16 16.044270833333332
control_change channel=0 control=64 value=65 time=15 16.063802083333332
control_change channel=0 control=64 value=66 time=15 16.083333333333332
note_on channel=0 note=66 velocity=0 time=59 16.16015625
control_change channel=0 control=64 value=66 time=3 16.1640625
note_on channel=0 note=69 velocity=54 time=2 16.166666666666668
note_on channel=0 note=69 velocity=0 time=67 16.25390625
note_on channel=0 note=74 velocity=64 time=102 16.38671875
note_on channel=0 note=66 velocity=48 time=3 16.390625
control_change channel=0 control=64 value=67 time=16 16.411458333333332
note_on channel=0 note=74 velocity=0 time=3 16.415364583333332
control_change channel=0 control=64 value=67 time=12 16.430989583333332
control_change channel=0 control=64 value=69 time=14 16.44921875
note_on channel=0 note=57 velocity=0 time=10 16.462239583333332
control_change channel=0 control=64 value=70 time=6 16.470052083333332
control_change channel=0 control=64 value=71 time=15 16.489583333333332
control_change channel=0 control=64 value=71 time=16 16.510416666666668
note_on channel=0 note=66 velocity=0 time=49 16.57421875
note_on channel=0 note=69 velocity=51 time=21 16.6015625
control_change channel=0 control=64 value=71 time=36 16.6484375
control_change channel=0 control=64 value=70 time=62 16.729166666666668
control_change channel=0 control=64 value=69 time=14 16.747395833333332
note_on channel=0 note=69 velocity=0 time=13 16.764322916666668
control_change channel=0 control=64 value=67 time=2 16.766927083333332
control_change channel=0 control=64 value=64 time=16 16.787760416666668
note_on channel=0 note=76 velocity=64 time=4 16.79296875
control_change channel=0 control=64 value=59 time=11 16.807291666666668
control_change channel=0 control=64 value=50 time=16 16.828125
note_on channel=0 note=76 velocity=0 time=0 16.828125
note_on channel=0 note=61 velocity=37 time=4 16.833333333333332
control_change channel=0 control=64 value=40 time=10 16.846354166666668
note_on channel=0 note=67 velocity=35 time=7 16.85546875
note_on channel=0 note=78 velocity=65 time=0 16.85546875
control_change channel=0 control=64 value=38 time=8 16.865885416666668
note_on channel=0 note=78 velocity=0 time=20 16.891927083333332
note_on channel=0 note=76 velocity=68 time=12 16.907552083333332
control_change channel=0 control=64 value=37 time=15 16.927083333333332
note_on channel=0 note=76 velocity=0 time=19 16.951822916666668
note_on channel=0 note=78 velocity=79 time=8 16.962239583333332
note_on channel=0 note=67 velocity=0 time=15 16.981770833333332
note_on channel=0 note=69 velocity=37 time=12 16.997395833333332
note_on channel=0 note=78 velocity=0 time=8 17.0078125
note_on channel=0 note=61 velocity=0 time=1 17.009114583333332
note_on channel=0 note=76 velocity=66 time=23 17.0390625
note_on channel=0 note=76 velocity=0 time=24 17.0703125
note_on channel=0 note=74 velocity=66 time=13 17.087239583333332
note_on channel=0 note=74 velocity=0 time=18 17.110677083333332
note_on channel=0 note=76 velocity=70 time=27 17.145833333333332
control_change channel=0 control=64 value=36 time=28 17.182291666666668
control_change channel=0 control=64 value=34 time=16 17.203125
note_on channel=0 note=69 velocity=0 time=12 17.21875
control_change channel=0 control=64 value=30 time=3 17.22265625
control_change channel=0 control=64 value=18 time=16 17.243489583333332
note_on channel=0 note=76 velocity=0 time=9 17.255208333333332
control_change channel=0 control=64 value=0 time=6 17.263020833333332
note_on channel=0 note=78 velocity=62 time=10 17.276041666666668
note_on channel=0 note=66 velocity=37 time=17 17.298177083333332
note_on channel=0 note=62 velocity=36 time=19 17.322916666666668
note_on channel=0 note=62 velocity=0 time=224 17.614583333333332
note_on channel=0 note=66 velocity=0 time=17 17.63671875
note_on channel=0 note=78 velocity=0 time=58 17.712239583333332
note_on channel=0 note=74 velocity=51 time=24 17.743489583333332
note_on channel=0 note=74 velocity=0 time=367 18.221354166666668
note_on channel=0 note=69 velocity=45 time=2 18.223958333333332
control_change channel=0 control=64 value=45 time=29 18.26171875
control_change channel=0 control=64 value=58 time=16 18.282552083333332
control_change channel=0 control=64 value=64 time=22 18.311197916666668
control_change channel=0 control=64 value=67 time=16 18.33203125
note_on channel=0 note=69 velocity=0 time=2 18.334635416666668
control_change channel=0 control=64 value=70 time=13 18.3515625
control_change channel=0 control=64 value=74 time=15 18.37109375
control_change channel=0 control=64 value=77 time=15 18.390625
control_change channel=0 control=64 value=80 time=15 18.41015625
control_change channel=0 control=64 value=82 time=15 18.4296875
control_change channel=0 control=64 value=84 time=16 18.450520833333332
control_change channel=0 control=64 value=84 time=15 18.470052083333332
control_change channel=0 control=64 value=84 time=90 18.587239583333332
control_change channel=0 control=64 value=83 time=31 18.627604166666668
control_change channel=0 control=64 value=81 time=16 18.6484375
control_change channel=0 control=64 value=78 time=15 18.66796875
control_change channel=0 control=64 value=75 time=15 18.6875
note_on channel=0 note=81 velocity=70 time=9 18.69921875
control_change channel=0 control=64 value=69 time=7 18.708333333333332
control_change channel=0 control=64 value=63 time=15 18.727864583333332
